/Users/fred/Desktop/photos/IMG/center_2020_03_07_23_38_16_578.jpg, /Users/fred/Desktop/photos/IMG/left_2020_03_07_23_38_16_578.jpg, /Users/fred/Desktop/photos/IMG/right_2020_03_07_23_38_16_578.jpg, 0, 0, 0, 7.793913E-05
/Users/fred/Desktop/photos/IMG/center_2020_03_07_23_38_16_683.jpg, /Users/fred/Desktop/photos/IMG/left_2020_03_07_23_38_16_683.jpg, /Users/fred/Desktop/photos/IMG/right_2020_03_07_23_38_16_683.jpg, 0, 0, 0, 7.785451E-05
/Users/fred/Desktop/photos/IMG/center_2020_03_07_23_38_16_797.jpg, /Users/fred/Desktop/photos/IMG/left_2020_03_07_23_38_16_797.jpg, /Users/fred/Desktop/photos/IMG/right_2020_03_07_23_38_16_797.jpg, 0, 0, 0, 8.034038E-05
/Users/fred/Desktop/photos/IMG/center_2020_03_07_23_38_16_902.jpg, /Users/fred/Desktop/photos/IMG/left_2020_03_07_23_38_16_902.jpg, /Users/fred/Desktop/photos/IMG/right_2020_03_07_23_38_16_902.jpg, 0, 0, 0, 7.975173E-05
/Users/fred/Desktop/photos/IMG/center_2020_03_07_23_38_17_010.jpg, /Users/fred/Desktop/photos/IMG/left_2020_03_07_23_38_17_010.jpg, /Users/fred/Desktop/photos/IMG/right_2020_03_07_23_38_17_010.jpg, 0, 0, 0, 7.780638E-05
/Users/fred/Desktop/photos/IMG/center_2020_03_07_23_38_17_111.jpg, /Users/fred/Desktop/photos/IMG/left_2020_03_07_23_38_17_111.jpg, /Users/fred/Desktop/photos/IMG/right_2020_03_07_23_38_17_111.jpg, 0, 0, 0, 7.829219E-05
/Users/fred/Desktop/photos/IMG/center_2020_03_07_23_38_17_232.jpg, /Users/fred/Desktop/photos/IMG/left_2020_03_07_23_38_17_232.jpg, /Users/fred/Desktop/photos/IMG/right_2020_03_07_23_38_17_232.jpg, 0, 0, 0, 7.778077E-05
/Users/fred/Desktop/photos/IMG/center_2020_03_07_23_38_17_332.jpg, /Users/fred/Desktop/photos/IMG/left_2020_03_07_23_38_17_332.jpg, /Users/fred/Desktop/photos/IMG/right_2020_03_07_23_38_17_332.jpg, 0, 0, 0, 7.795011E-05
/Users/fred/Desktop/photos/IMG/center_2020_03_07_23_38_17_454.jpg, /Users/fred/Desktop/photos/IMG/left_2020_03_07_23_38_17_454.jpg, /Users/fred/Desktop/photos/IMG/right_2020_03_07_23_38_17_454.jpg, 0, 0, 0, 7.865372E-05
/Users/fred/Desktop/photos/IMG/center_2020_03_07_23_38_17_555.jpg, /Users/fred/Desktop/photos/IMG/left_2020_03_07_23_38_17_555.jpg, /Users/fred/Desktop/photos/IMG/right_2020_03_07_23_38_17_555.jpg, 0, 0, 0, 7.819757E-05
